principal_id	id	name	source_state	classification	legal_form	sector	contact_details_json	ceo_name	business_or_interest	lobbying_interests_prose
12860	WI-principal-12860	Midwest Food Products Association Inc	WI				"[{""type"":""address"",""value"":""4600 American Parkway, Suite 210\nMadison, WI 53718"",""note"":""""},{""type"":""phone"",""value"":""6082559946"",""note"":""""},{""type"":""email"",""value"":""nick.novak@mwfpa.org"",""note"":""""},{""type"":""website"",""value"":""http://www.mwfpa.org"",""note"":""""}]"	Nicholas Novak	Trade organization representing food processors involved with the processing of vegetables, poultry & meat products, fruits, snacks, pickles, sauerkraut and a variety of other food items for consumers and other food manufacturers.	"Agriculture; food safety; registration fees; vegetable trade practices.
Environmental: stream reclassification; high capacity wells; sprayfields; thermal standards (NR102 & 104); iron and manganese groundwater limits; groundwater regulation.
Business/commerce: family/medical leave. Labor: migrant labor matters; rest requirements. Transportation: trucking; weight limits; farm equipment movement; food trade practices; tort reform; high capacity wells; tax issues."
12861	WI-principal-12861	Do No Harm Action	WI				"[{""type"":""address"",""value"":""c/o 12587 Fair Lakes Cir PMB 173\nFairfax, VA 22033"",""note"":""""},{""type"":""phone"",""value"":""6158159159"",""note"":""""},{""type"":""email"",""value"":""dnha@vantagelegal.com"",""note"":""""}]"		Healthcare policy and research	Matters affecting healthcare policy and research
12862	WI-principal-12862	Milwaukee Teachers Education Association	WI				"[{""type"":""address"",""value"":""5130 West Vliet Street\nMilwaukee, WI 53208"",""note"":""""},{""type"":""phone"",""value"":""(414) 259-1990"",""note"":""""},{""type"":""email"",""value"":""pelzekb@mtea.org"",""note"":""""},{""type"":""website"",""value"":""http://mtea.org"",""note"":""""}]"		Union for Milwaukee Public Schools employees	Matters affecting union, and Milwaukee Public Schools employees
12867	WI-principal-12867	Froedtert ThedaCare Health, Inc.	WI				"[{""type"":""address"",""value"":""8800 W Doyne Ave\nMilwaukee, WI 53226"",""note"":""""},{""type"":""phone"",""value"":""414-805-5284"",""note"":""""},{""type"":""email"",""value"":""maureen.mcnally@froedtert.com"",""note"":""""},{""type"":""website"",""value"":""http://www.froedtert.com"",""note"":""""}]"		Froedtert ThedaCare Health is a Wisconsin-based, Wisconsin-led health care systems with 22,000+ employees and 3,400+ providers offering services in 18 hospitals and more than 360 outpatient locations.	Froedtert ThedaCare Health is interested in legislation, administrative rules, and policy decisions related to the delivery of healthcare, operations of hospitals and health care facilities, payment for healthcare services, healthcare workforce and the patient experience.  This includes the state budget, Medicaid payments and policies, and matters related to patient care, health care delivery, reimbursement, insurance, education and credentialling, taxes, public health, electronic medical records and technology.
12868	WI-principal-12868	Faith & Freedom Coalition	WI				"[{""type"":""address"",""value"":""1110 W. Wells Street\nMilwaukee, WI 53233"",""note"":""""},{""type"":""phone"",""value"":""4046063163"",""note"":""""},{""type"":""email"",""value"":""jpudner@wisconsinffc.com"",""note"":""""},{""type"":""website"",""value"":""https://www.ffcoalition.com/"",""note"":""""}]"		The Faith and Freedom Coalition is a 501c4 that receives donations from individuals across the country. It overlaps in goals with the 501c3 Wisconsin Faith and Freedom Coalition.	Measures that encourage principles that strengthen families, promote time-honored values, protect the dignity of life and marriage, lower the tax burden on small business and families, and require government to tighten its belt and live within its means.
12869	WI-principal-12869	End Chronic Disease, Inc.	WI				"[{""type"":""address"",""value"":""c/o 12587 Fair Lakes Cir PMB 173\nFairfax, VA 22033"",""note"":""""},{""type"":""phone"",""value"":""7033819324"",""note"":""""},{""type"":""email"",""value"":""ecd@vantagelegal.com"",""note"":""""}]"		To educate and advocate for healthcare policy	Matters affecting healthcare policy
12870	WI-principal-12870	Manhattan Institute for Policy Research, Inc.	WI				"[{""type"":""address"",""value"":""c/o 12587 Fair Lakes Cir PMB 173\nFairfax, VA 22033"",""note"":""""},{""type"":""phone"",""value"":""2125997000"",""note"":""""},{""type"":""email"",""value"":""manhattaninstitute@vantagelegal.com"",""note"":""""}]"		The Manhattan Institute is a community of scholars, journalists, activists, and civic leaders dedicated to advancing opportunity, individual liberty, and the rule of law in America and its great cities.	Matters affecting public policy, education, energy, health, and public safety
12871	WI-principal-12871	Turo Inc.	WI				"[{""type"":""address"",""value"":""111 Sutter Street 1200\nSan Francisco, CA 94104"",""note"":""""},{""type"":""phone"",""value"":""(310) 796-6087"",""note"":""""},{""type"":""email"",""value"":""kmalik@turo.com"",""note"":""""},{""type"":""website"",""value"":""http://www.turo.com"",""note"":""""}]"	Andre Haddad	marketplace for peer-to-peer car sharing	all issues associated with regulation of peer-to-peer car sharing
12872	WI-principal-12872	TechNet	WI				"[{""type"":""address"",""value"":""P.O. Box 82454\nAustin, TX 78708"",""note"":""""},{""type"":""phone"",""value"":""5126891050"",""note"":""""},{""type"":""email"",""value"":""dedmonson@technet.org"",""note"":""""}]"	Linda  Moore	Growth of the innovation technology economy.	All matters affecting technology innovation
12876	WI-principal-12876	ACT | The App Association	WI				"[{""type"":""address"",""value"":""1401 K Street NW Suite 501\nWashington, DC 20005"",""note"":""""},{""type"":""phone"",""value"":""2028458816"",""note"":""""},{""type"":""email"",""value"":""nview@actonline.org"",""note"":""""}]"	Morgan Reed	trade association focused on opportunities and challenges todays small business app developers and IoT innovators face in the app ecosystem	technology, privacy and consumer protections
12877	WI-principal-12877	The Office of the Commissioner of Baseball	WI				"[{""type"":""address"",""value"":""1050 Connecticut Avenue, NW, Suite 1100\nWashington , DC 20036"",""note"":""""},{""type"":""phone"",""value"":""202-861-1551"",""note"":""""},{""type"":""email"",""value"":""tstanley@bakerlaw.com"",""note"":""""},{""type"":""website"",""value"":""http://www.mlb.com"",""note"":""""}]"	Rob Manfred	Professional sports leagues	Business Development and Gaming
12878	WI-principal-12878	Metrc LLC	WI				"[{""type"":""address"",""value"":""3111 W Pipkin Rd Suite 140\nLakeland, FL 33811"",""note"":""""},{""type"":""phone"",""value"":""303-598-0514"",""note"":""""},{""type"":""email"",""value"":""Jean.Robinson@metrc.com"",""note"":""""},{""type"":""website"",""value"":""http://www.metrc.com"",""note"":""""}]"	Michael Johnson	Cannabis compliance software system	Cannabis, Technology
12879	WI-principal-12879	NetChoice	WI				"[{""type"":""address"",""value"":""1401 K Street NW, Suite 502\nWashington, DC 20005"",""note"":""""},{""type"":""phone"",""value"":""(202)845-8816"",""note"":""""},{""type"":""email"",""value"":""nview@netchoice.org"",""note"":""""}]"	Steven DelBianco	Trade association of eCommerce businesses.	Antitrust, content moderation, data centers, delivery and mobility innovation, internet governance, internet taxation, privacy, and the peer-to-peer economy.
12880	WI-principal-12880	Wisconsin Waterfowl Association, Inc	WI				"[{""type"":""address"",""value"":""PO Box 427\nWales, WI 53183"",""note"":""""},{""type"":""phone"",""value"":""651-403-1772"",""note"":""""},{""type"":""email"",""value"":""bheidel@wisducks.org"",""note"":""""},{""type"":""website"",""value"":""http://www.wisducks.org"",""note"":""""}]"		The Wisconsin Waterfowl Association is a membership-based organization that derives it's funding from grassroots waterfowlers and those individuals committed to preserving the ecology and vibrancy of  Wisconsin's waterfowling pursuits.	"Topics affecting the Wisconsin Waterfowl Stamp program.
Topics affecting the WI Waterfowl Management Plan.
Topics affecting the conservation of habitat important to waterfowlers and waterfowl
Topics affecting the Knowles-Nelson Stewardship program.
Topics affecting the preservation of restoration of Wisconsin's wetland habitat
Topics affecting the implementation of Wisconsin's waterfowl hunting season structure.
Topics related to migratory birds."
12881	WI-principal-12881	Independence First	WI				"[{""type"":""address"",""value"":""540 S. 1st Street\nMilwaukee, WI 53204"",""note"":""""},{""type"":""phone"",""value"":""414-226-8301"",""note"":""""},{""type"":""email"",""value"":""mboucher@independencefirst.org"",""note"":""""},{""type"":""website"",""value"":""http://www.independencefirst.org"",""note"":""""}]"		People with disabilities, funding through government, fee for service, and foundation/donation support.	Any policies that affect people with disabilities.
12882	WI-principal-12882	McCain Foods Limited	WI				"[{""type"":""address"",""value"":""439 King Street West, 5th Floor\nToronto, ON M5V1K4"",""note"":""""},{""type"":""phone"",""value"":""(416) 562-7904"",""note"":""""},{""type"":""email"",""value"":""charlie.angelakos@mccain.ca"",""note"":""""},{""type"":""website"",""value"":""http://www.mccain.com"",""note"":""""}]"	Max Koeune	McCain Foods Limited is  the world's largest manufacturer of frozen potato products and a global leader in appetizers and snacks.	Legislation, rules and administrative actions related to McCain's business interest, including but not limited to employment law, environmental regulations, and taxation. The sustainability of agriculture in Wisconsin.
12884	WI-principal-12884	Citizens Utility Board of Wisconsin	WI				"[{""type"":""address"",""value"":""625 North Segoe Road, Suite 101\nMadison, WI 53705"",""note"":""""},{""type"":""phone"",""value"":""(608) 251-3322"",""note"":""""},{""type"":""email"",""value"":""content@cubwi.org"",""note"":""""},{""type"":""website"",""value"":""http://www.cubwi.org"",""note"":""""}]"		CUB represents residential and small business customers of electric, natural gas and water utilities.	Policies affecting consumers of electric, natural gas and water utilities and regulation of those utilities.
12886	WI-principal-12886	Navitus Health Solutions	WI				"[{""type"":""address"",""value"":""361 Integrity Dr\nMadison, WI 53717"",""note"":""""},{""type"":""phone"",""value"":""6087291626"",""note"":""""},{""type"":""email"",""value"":""paul.page@navitus.com"",""note"":""""}]"	David Fields	Navitus Health Solutions, LLC is a 100% pass-through, fully transparent, pharmacy benefit management company. Since the founding of our company in 2003, Navitus has relentlessly worked to reduce the overall drug costs paid by our clients, while improving member health, providing superior customer service, and ensuring regulatory compliance. Navitus administers pharmacy benefits for over six million members across our commercial, ACA/Exchange, Medicaid, Medicare Part D, and discount card lines of business. Based in Madison, Wisconsin, we also have a wholly-owned URAC-accredited specialty pharmacy called Lumicera Health Services.	Legislation, administrative rulemaking, state budgets, and other actions affecting the administration, delivery, and financing of health care services; pharmacy benefit management companies; specialty pharmacy issues; other health care issues; general business matters.
12887	WI-principal-12887	Institute for Justice	WI				"[{""type"":""address"",""value"":""901 N. Glebe Road, Suite 900\nArlington, VA 22203"",""note"":""""},{""type"":""phone"",""value"":""7036829320"",""note"":""""},{""type"":""email"",""value"":""dknepper@ij.org"",""note"":""""},{""type"":""website"",""value"":""http://www.ij.org"",""note"":""""}]"		legal	Eminent domain, cottage foods reform, and occupational licensing, property rights
12888	WI-principal-12888	Michael Fields Agricultural Institute	WI				"[{""type"":""address"",""value"":""PO Box 990\nEast Troy, WI 53120"",""note"":""""},{""type"":""phone"",""value"":""2626423303"",""note"":""""},{""type"":""email"",""value"":""canderas@michaelfields.org"",""note"":""""},{""type"":""website"",""value"":""https://www.michaelfields.org/"",""note"":""""}]"		Agriculture	Agriculture, clean water, climate change
