principal_id	bucket	item_id	item_name	item_description	period_label	percent
12903	Budget Bill Subjects	1263	Health Services: Medicaid Services		2025 July - December	60%
12903	Budget Bill Subjects	1327	Transportation: Departmentwide		2025 January - June	20%
12903	Budget Bill Subjects	1327	Transportation: Departmentwide		2025 July - December	5%
12903	Budget Bill Subjects	1338	Workforce Development: Workforce Development		2025 January - June	10%
12903	Legislative Bills/Resolutions	26101	Senate Bill 676	Relating to: various changes to the worker’s compensation law, granting rule-making authority, making an appropriation, and providing a penalty. (FE)	2025 July - December	5%
12903	Topics Not Yet Assigned A Bill Or Rule Number	62621	WAMM will review DHS administered Family Care transportation provider rates to determine if the current rates are affecting the continuum of care for recipients.		2025 January - June	10%
12903	Topics Not Yet Assigned A Bill Or Rule Number	62621	WAMM will review DHS administered Family Care transportation provider rates to determine if the current rates are affecting the continuum of care for recipients.		2025 July - December	10%
12903	Topics Not Yet Assigned A Bill Or Rule Number	62622	Work with all shared ride taxi providers to ensure the continuation of services in our rural communities served by those important services. Also work to ensure the viability of the 85.21 programs throughout the state.		2025 January - June	10%
12903	Topics Not Yet Assigned A Bill Or Rule Number	62622	Work with all shared ride taxi providers to ensure the continuation of services in our rural communities served by those important services. Also work to ensure the viability of the 85.21 programs throughout the state.		2025 July - December	10%
12903	Topics Not Yet Assigned A Bill Or Rule Number	63017	Assist with updates for the various Wisconsin volunteer driver programs. Insurance concerns.		2025 January - June	13%
12903	Topics Not Yet Assigned A Bill Or Rule Number	63017	Assist with updates for the various Wisconsin volunteer driver programs. Insurance concerns.		2025 July - December	10%
12903	Topics Not Yet Assigned A Bill Or Rule Number	63276	Support the confirmation of Kristina Boardman as Secretary of WDOT		2025 January - June	2%
12907	Topics Not Yet Assigned A Bill Or Rule Number	62661	Lawn ownership by foreign adversaries		2025 January - June	30%
12907	Topics Not Yet Assigned A Bill Or Rule Number	62662	Critical infrastructure and state supply chains		2025 January - June	10%
12907	Topics Not Yet Assigned A Bill Or Rule Number	62662	Critical infrastructure and state supply chains		2025 July - December	10%
12907	Topics Not Yet Assigned A Bill Or Rule Number	62663	State procurement of goods from foreign adversaries		2025 January - June	15%
12907	Topics Not Yet Assigned A Bill Or Rule Number	62663	State procurement of goods from foreign adversaries		2025 July - December	10%
12907	Topics Not Yet Assigned A Bill Or Rule Number	62664	Protection of Wisconsin assets including but not limited to intellectual property, financial holdings, critical infrastructure and the university system		2025 January - June	10%
12907	Topics Not Yet Assigned A Bill Or Rule Number	62664	Protection of Wisconsin assets including but not limited to intellectual property, financial holdings, critical infrastructure and the university system		2025 July - December	20%
12908	Topics Not Yet Assigned A Bill Or Rule Number	62682	Funding for the Arts		2025 January - June	100%
12914	Budget Bill Subjects	1241	Children and Families: Departmentwide		2025 January - June	60%
12914	Budget Bill Subjects	1260	General Provisions		2025 January - June	40%
12915	Budget Bill Subjects	1265	Health Services: Departmentwide		2025 July - December	10%
12915	Budget Bill Subjects	1273	Insurance: Departmentwide		2025 July - December	2%
12915	Budget Bill Subjects	1311	Safety and Professional Services: Professional Regulation and Administrative Services		2025 January - June	2%
12915	Budget Bill Subjects	1311	Safety and Professional Services: Professional Regulation and Administrative Services		2025 July - December	4%
12915	Legislative Bills/Resolutions	25145	Assembly Bill 263	Relating to: coverage of breast cancer screenings by the Medical Assistance program and health insurance policies and plans. (FE)	2025 January - June	3%
12915	Legislative Bills/Resolutions	25145	Assembly Bill 263	Relating to: coverage of breast cancer screenings by the Medical Assistance program and health insurance policies and plans. (FE)	2025 July - December	49%
12915	Legislative Bills/Resolutions	25164	Senate Bill 264	Relating to: coverage of breast cancer screenings by the Medical Assistance program and health insurance policies and plans. (FE)	2025 January - June	21%
12915	Legislative Bills/Resolutions	25164	Senate Bill 264	Relating to: coverage of breast cancer screenings by the Medical Assistance program and health insurance policies and plans. (FE)	2025 July - December	22%
12915	Legislative Bills/Resolutions	25185	Senate Bill 281	Relating to: allowing certified advanced practice nurse prescribers to engage in the practice of radiography.	2025 January - June	1%
12915	Legislative Bills/Resolutions	25209	Assembly Bill 295	Relating to: allowing certified advanced practice nurse prescribers to engage in the practice of radiography.	2025 January - June	5%
12915	Topics Not Yet Assigned A Bill Or Rule Number	62728	Matters related to quality of care, patient safety, healthcare cost and scope of practice for healthcare professionals.		2025 January - June	14%
12915	Topics Not Yet Assigned A Bill Or Rule Number	62728	Matters related to quality of care, patient safety, healthcare cost and scope of practice for healthcare professionals.		2025 July - December	1%
12915	Topics Not Yet Assigned A Bill Or Rule Number	62729	coverage of breast cancer screenings		2025 January - June	30%
12916	Budget Bill Subjects	1240	Children and Families: Economic Support		2025 January - June	52%
12916	Budget Bill Subjects	1240	Children and Families: Economic Support		2025 July - December	37%
12916	Legislative Bills/Resolutions	25025	Assembly Bill 34	Relating to: honoring the 50th anniversary of the child support program.	2025 July - December	1%
12916	Legislative Bills/Resolutions	25037	Senate Bill 34	Relating to: honoring the 50th anniversary of the child support program.	2025 January - June	3%
12916	Topics Not Yet Assigned A Bill Or Rule Number	62681	Any legislation relating to child support  orders		2025 January - June	5%
12916	Topics Not Yet Assigned A Bill Or Rule Number	62681	Any legislation relating to child support  orders		2025 July - December	12%
12917	Legislative Bills/Resolutions	24906	Assembly Bill 173	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 January - June	20%
12917	Legislative Bills/Resolutions	24906	Assembly Bill 173	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 July - December	20%
12917	Legislative Bills/Resolutions	24969	Senate Bill 203	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 January - June	65%
12917	Legislative Bills/Resolutions	24969	Senate Bill 203	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 July - December	40%
12917	Legislative Bills/Resolutions	25398	Senate Bill 373	Relating to: prior authorization for coverage of physical therapy, occupational therapy, speech therapy, chiropractic services, and other services under health plans.	2025 July - December	20%
12917	Topics Not Yet Assigned A Bill Or Rule Number	62877	Regulation of Pharmacy Benefit Managers		2025 January - June	15%
12922	Budget Bill Subjects	1289	Natural Resources: Fish, Wildlife and Parks		2025 July - December	5%
12922	Legislative Bills/Resolutions	24623	Assembly Bill 50	Relating to: state finances and appropriations, constituting the executive budget act of the 2025 legislature. (FE)	2025 January - June	35%
12922	Legislative Bills/Resolutions	24623	Assembly Bill 50	Relating to: state finances and appropriations, constituting the executive budget act of the 2025 legislature. (FE)	2025 July - December	10%
12922	Legislative Bills/Resolutions	24624	Senate Bill 45	Relating to: state finances and appropriations, constituting the executive budget act of the 2025 legislature. (FE)	2025 January - June	35%
12922	Legislative Bills/Resolutions	24624	Senate Bill 45	Relating to: state finances and appropriations, constituting the executive budget act of the 2025 legislature. (FE)	2025 July - December	10%
12922	Legislative Bills/Resolutions	25280	Assembly Bill 315	Relating to: the Warren Knowles-Gaylord Nelson stewardship 2000 program and a major land acquisitions program. (FE)	2025 January - June	15%
12922	Legislative Bills/Resolutions	25280	Assembly Bill 315	Relating to: the Warren Knowles-Gaylord Nelson stewardship 2000 program and a major land acquisitions program. (FE)	2025 July - December	10%
12922	Legislative Bills/Resolutions	25281	Senate Bill 316	Relating to: the Warren Knowles-Gaylord Nelson stewardship 2000 program and a major land acquisitions program. (FE)	2025 January - June	15%
12922	Legislative Bills/Resolutions	25281	Senate Bill 316	Relating to: the Warren Knowles-Gaylord Nelson stewardship 2000 program and a major land acquisitions program. (FE)	2025 July - December	10%
